# Node_num    Fx      Fy      Fz      Mx      My      Mz 
   1    3.932301e+00    6.460512e+01    5.336322e+02   -4.439947e-01    3.543344e-01   -4.397816e-02
   2    4.441025e+00    6.885391e-01    2.165026e+03   -1.093646e+00    2.782254e+00   -1.195821e-01
   3    3.057592e+00    8.211485e-01    4.438819e+03   -1.989491e+00    5.747042e+00   -2.082103e-01
   4   -9.439836e+00    7.368138e+00    6.907143e+03   -2.168664e+00    8.743935e+00   -2.516434e-01
   5   -3.847245e+01   -3.331665e+00    9.610314e+03   -3.738756e+00    1.667484e+00   -1.329478e-01
   6   -8.007655e+01   -9.067925e+00    1.239561e+04   -4.593091e+00   -1.661460e+00    1.575825e-01
   7   -1.285613e+02    1.821032e+00    1.510022e+04    1.463351e-01    7.798276e+00    9.348019e-01
   8   -1.985142e+02    1.556566e+01    1.764579e+04    1.663805e+00    3.685226e+00    2.818776e+00
   9   -2.848694e+02    2.825542e+01    1.996409e+04    1.137850e+01    3.394893e+01    6.235986e+00
  10   -2.163148e+02   -8.139470e+00    2.266303e+04    3.741525e+01    9.532366e+01    1.140141e+01
  11   -5.098340e+02    3.962087e+01    2.606528e+04   -7.073688e+01   -1.754970e+02    8.411799e+00
  12   -9.741260e+02    1.527144e+02    2.730529e+04   -5.960049e-01   -6.682320e+00    5.080471e+01
  13   -1.007307e+03    1.164808e+02    2.637862e+04   -3.086460e+01   -1.557920e+02    7.320373e+01
  14   -1.349372e+03    1.280694e+02    2.522919e+04   -1.909545e+01   -9.295128e+01    6.332087e+01
  15   -1.125807e+03    6.402951e+01    2.363475e+04    3.887393e+00    5.162574e+01    8.483049e+01
  16   -9.501899e+02    3.732908e+01    2.273497e+04   -1.604564e+01   -9.884793e+00    7.911806e+01
  17   -8.743164e+02    1.928410e+01    2.298866e+04   -4.414662e+00   -1.848648e+01    1.778823e+01
  18   -8.603069e+02    4.471704e+00    2.397310e+04   -7.059118e+00   -4.494051e+01    2.722468e+01
  19   -7.517065e+02   -1.262768e+01    2.550921e+04   -2.065636e+00    9.908394e+01   -5.970402e+00
  20   -5.857465e+02   -2.368815e+01    2.729720e+04   -1.280190e+01   -2.408341e+01   -3.992174e+01
  21   -5.611798e+02   -1.890581e+01    2.908345e+04   -3.567700e+01   -3.295706e+01   -7.761056e+01
  22   -5.060491e+02   -1.711632e+01    3.063984e+04   -6.618129e+01    4.728287e+01   -1.574164e+02
  23   -3.896296e+02   -2.136816e+01    3.185384e+04   -7.392068e+01    1.833426e+01   -2.657418e+02
  24   -3.347736e+02   -2.476105e+01    3.275484e+04   -8.257418e+01   -1.375708e+01   -3.668094e+02
  25   -2.748115e+02   -2.579047e+01    3.335206e+04   -3.975637e+01    3.363109e+01   -4.262835e+02
  26   -1.560576e+02   -2.759997e+01    3.369407e+04   -7.762395e+01    4.014199e+01   -4.590107e+02
  27    7.255348e+01   -3.591134e+01    3.362863e+04   -1.133438e+02    5.200724e+01   -5.273906e+02
  28    3.471954e+02   -3.948568e+01    3.249003e+04   -8.396599e+01    3.158751e+01   -5.653702e+02
  29    5.187565e+02   -3.639592e+01    3.073254e+04   -6.474471e+01    5.534446e+01   -5.244148e+02
  30    4.964396e+02   -3.011788e+01    2.855921e+04   -1.832342e+01    2.361820e+01   -4.352063e+02
  31    3.368905e+02   -1.970315e+01    2.651814e+04   -2.547425e+01    3.784638e+01   -3.470077e+02
  32    2.775713e+02   -2.357363e+01    2.452540e+04   -2.150739e+01    2.293519e+01   -2.875399e+02
  33    2.300851e+02   -1.134516e+01    2.176108e+04   -1.637107e+01    1.913932e+01   -2.422527e+02
  34    2.099160e+02   -7.230711e+00    1.884487e+04   -1.446226e+00    1.535275e+01   -2.007134e+02
  35    1.849366e+02   -1.501955e+00    1.570545e+04    1.065131e+01    1.065869e+01   -1.622259e+02
  36    1.105907e+02   -5.333595e-01    1.277760e+04    1.917787e+01    7.698064e+00   -1.303461e+02
  37    1.007693e+02    2.601825e+00    1.014206e+04    1.938434e+01    6.734179e+00   -1.080179e+02
  38    7.786560e+01    3.126378e+00    7.961302e+03    1.446465e+01    3.632800e+00   -8.883391e+01
  39    6.987238e+01    2.533612e+00    6.380855e+03    1.296260e+01    5.214649e+00   -7.248397e+01
  40    5.764157e+01    1.711785e+00    4.966419e+03    1.007928e+01    7.023919e+00   -5.876702e+01
  41    4.606016e+01    1.961291e+00    3.969548e+03    9.499394e+00    1.775535e+00   -4.650605e+01
  42    4.000783e+01    1.910527e+00    3.112951e+03    7.356301e+00    2.317430e-01   -3.631029e+01
  43    5.731030e+01    2.343348e+00    2.324717e+03    6.331015e+00    3.866540e+00   -2.575255e+01
  44    5.800380e+01    2.116538e+00    1.621568e+03    6.869758e+00   -2.510833e+00   -1.602795e+01
  45    3.794827e+01    1.467377e+00    1.046195e+03    4.402711e+00   -4.426679e-01   -8.058075e+00
  46    2.312623e+01    9.522621e-01    6.289382e+02    2.586819e+00    8.511173e-03   -3.654150e+00
  47    1.288601e+01    5.989729e-01    3.460356e+02    1.333617e+00    3.609639e-02   -1.471441e+00
  48    6.367922e+00    3.540905e-01    1.690986e+02    5.797376e-01    6.708126e-03   -5.178743e-01
  49    2.475921e+00    8.928228e-03    6.555670e+01    2.067288e-01   -5.905475e-03   -1.249893e-01
  50    5.205370e+00   -2.367788e-02    1.449207e+01    2.134789e-02   -4.798779e-04   -1.549461e-02
