# Element_num    Fx_n    Fy_n    Fz_n    Mx_n    My_n    Mz_n    Fx_n+1    Fy_n+1    Fz_n+1    Mx_n+1    My_n+1    Mz_n+1 
   1    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   -2.552527e+01    7.948166e+01   -1.934617e+00   -2.447491e+00    1.300270e+00    8.571227e+01
   2   -2.552527e+01    7.948166e+01   -1.934617e+00   -2.447491e+00    1.300270e+00    8.571227e+01   -2.781762e+01    8.006149e+01   -2.089341e+00   -2.526161e+00    1.352101e+00    8.544468e+01
   3   -2.781762e+01    8.006149e+01   -2.089341e+00   -2.526161e+00    1.352101e+00    8.544468e+01   -3.170873e+01    8.110219e+01   -2.354189e+00   -2.649428e+00    1.434814e+00    8.511487e+01
   4   -3.170873e+01    8.110219e+01   -2.354189e+00   -2.649428e+00    1.434814e+00    8.511487e+01   -3.739633e+01    8.275915e+01   -2.739369e+00   -2.806148e+00    1.542765e+00    8.491647e+01
   5   -3.739633e+01    8.275915e+01   -2.739369e+00   -2.806148e+00    1.542765e+00    8.491647e+01   -4.519223e+01    8.521589e+01   -3.252035e+00   -2.977087e+00    1.666217e+00    8.503272e+01
   6   -4.519223e+01    8.521589e+01   -3.252035e+00   -2.977087e+00    1.666217e+00    8.503272e+01   -4.872305e+01    9.488679e+01   -3.871532e+00   -3.212663e+00    1.845496e+00    8.566219e+01
   7   -4.872305e+01    9.488679e+01   -3.871532e+00   -3.212663e+00    1.845496e+00    8.566219e+01   -2.961222e+01    1.284876e+02   -4.275305e+00   -3.941065e+00    2.320729e+00    9.704303e+01
   8   -2.961222e+01    1.284876e+02   -4.275305e+00   -3.941065e+00    2.320729e+00    9.704303e+01    2.187709e+01    1.991632e+02   -4.044346e+00   -6.331986e+00    3.718183e+00    1.488497e+02
   9    2.187709e+01    1.991632e+02   -4.044346e+00   -6.331986e+00    3.718183e+00    1.488497e+02    1.661564e+02    3.845057e+02   -2.530451e+00   -1.838587e+01    1.071201e+01    4.204392e+02
  10    1.661564e+02    3.845057e+02   -2.530451e+00   -1.838587e+01    1.071201e+01    4.204392e+02    3.568032e+02    7.450889e+02   -3.030758e+00   -4.154543e+01    2.372323e+01    9.411408e+02
