# Element_num    Fx_n    Fy_n    Fz_n    Mx_n    My_n    Mz_n    Fx_n+1    Fy_n+1    Fz_n+1    Mx_n+1    My_n+1    Mz_n+1 
   1    0.000000e+00    0.000000e+00    0.000000e+00    1.419559e-14   -1.520642e-17    5.001193e-14   -1.775380e+01    4.683081e+01   -1.217140e+00   -1.401968e+00    7.445040e-01    4.909539e+01
   2   -1.775380e+01    4.683081e+01   -1.217140e+00   -1.401968e+00    7.445040e-01    4.909539e+01   -1.961005e+01    4.744016e+01   -1.329732e+00   -1.451081e+00    7.757298e-01    4.907494e+01
   3   -1.961005e+01    4.744016e+01   -1.329732e+00   -1.451081e+00    7.757298e-01    4.907494e+01   -2.281280e+01    4.853169e+01   -1.526610e+00   -1.529507e+00    8.262723e-01    4.912370e+01
   4   -2.281280e+01    4.853169e+01   -1.526610e+00   -1.529507e+00    8.262723e-01    4.912370e+01   -2.758995e+01    5.023867e+01   -1.821571e+00   -1.632103e+00    8.936554e-01    4.936712e+01
   5   -2.758995e+01    5.023867e+01   -1.821571e+00   -1.632103e+00    8.936554e-01    4.936712e+01   -3.429890e+01    5.271713e+01   -2.229143e+00   -1.748636e+00    9.728281e-01    4.991202e+01
   6   -3.429890e+01    5.271713e+01   -2.229143e+00   -1.748636e+00    9.728281e-01    4.991202e+01   -3.815529e+01    6.078364e+01   -2.732402e+00   -1.963668e+00    1.118838e+00    5.230980e+01
   7   -3.815529e+01    6.078364e+01   -2.732402e+00   -1.963668e+00    1.118838e+00    5.230980e+01   -2.268639e+01    9.027572e+01   -3.060840e+00   -2.930031e+00    1.706677e+00    7.205321e+01
   8   -2.268639e+01    9.027572e+01   -3.060840e+00   -2.930031e+00    1.706677e+00    7.205321e+01    3.949024e+01    1.797879e+02   -2.749720e+00   -8.685866e+00    5.024883e+00    2.038049e+02
   9    3.949024e+01    1.797879e+02   -2.749720e+00   -8.685866e+00    5.024883e+00    2.038049e+02    1.146450e+02    3.333088e+02   -3.318435e+00   -1.773265e+01    1.012598e+01    4.044431e+02
  10    1.146450e+02    3.333088e+02   -3.318435e+00   -1.773265e+01    1.012598e+01    4.044431e+02    1.801376e+02    5.435351e+02   -5.393489e+00   -2.762713e+01    1.534343e+01    6.235308e+02
  11    1.801376e+02    5.435351e+02   -5.393489e+00   -2.762713e+01    1.534343e+01    6.235308e+02    2.009360e+02    6.772124e+02   -6.926612e+00   -2.936121e+01    1.559163e+01    6.726402e+02
  12    2.009360e+02    6.772124e+02   -6.926612e+00   -2.936121e+01    1.559163e+01    6.726402e+02    2.190513e+02    8.091109e+02   -7.345141e+00   -3.015683e+01    1.479250e+01    7.301257e+02
  13    2.190513e+02    8.091109e+02   -7.345141e+00   -3.015683e+01    1.479250e+01    7.301257e+02    2.270047e+02    9.483294e+02   -6.748053e+00   -2.984120e+01    1.285348e+01    8.024897e+02
  14    2.270047e+02    9.483294e+02   -6.748053e+00   -2.984120e+01    1.285348e+01    8.024897e+02    2.453084e+02    1.099179e+03   -7.622255e+00   -2.467098e+01    1.142818e+01    8.540275e+02
  15    2.453084e+02    1.099179e+03   -7.622255e+00   -2.467098e+01    1.142818e+01    8.540275e+02    2.562964e+02    1.254767e+03   -1.021145e+01   -1.471317e+01    1.037007e+01    9.049729e+02
  16    2.562964e+02    1.254767e+03   -1.021145e+01   -1.471317e+01    1.037007e+01    9.049729e+02    2.587544e+02    1.412168e+03   -1.460018e+01   -4.811865e+00    1.070865e+01    9.504893e+02
  17    2.587544e+02    1.412168e+03   -1.460018e+01   -4.811865e+00    1.070865e+01    9.504893e+02    2.549770e+02    1.571076e+03   -2.094049e+01    1.947075e+00    1.292304e+01    9.932689e+02
  18    2.549770e+02    1.571076e+03   -2.094049e+01    1.947075e+00    1.292304e+01    9.932689e+02    2.510154e+02    1.734555e+03   -2.850925e+01    5.874698e+00    1.615461e+01    1.034601e+03
  19    2.510154e+02    1.734555e+03   -2.850925e+01    5.874698e+00    1.615461e+01    1.034601e+03    2.467329e+02    1.907618e+03   -3.839202e+01    8.974811e+00    2.048341e+01    1.075455e+03
  20    2.467329e+02    1.907618e+03   -3.839202e+01    8.974811e+00    2.048341e+01    1.075455e+03    2.427135e+02    2.086537e+03   -4.826592e+01    1.024721e+01    2.465024e+01    1.117160e+03
  21    2.427135e+02    2.086537e+03   -4.826592e+01    1.024721e+01    2.465024e+01    1.117160e+03    2.388211e+02    2.269795e+03   -5.296332e+01    9.838271e+00    2.602152e+01    1.159541e+03
  22    2.388211e+02    2.269795e+03   -5.296332e+01    9.838271e+00    2.602152e+01    1.159541e+03    2.347626e+02    2.460910e+03   -5.450403e+01    1.026432e+01    2.576254e+01    1.207415e+03
  23    2.347626e+02    2.460910e+03   -5.450403e+01    1.026432e+01    2.576254e+01    1.207415e+03    2.308389e+02    2.657671e+03   -5.604996e+01    1.179892e+01    2.555542e+01    1.260332e+03
  24    2.308389e+02    2.657671e+03   -5.604996e+01    1.179892e+01    2.555542e+01    1.260332e+03    2.269173e+02    2.860526e+03   -6.397289e+01    1.387785e+01    2.839172e+01    1.318752e+03
  25    2.269173e+02    2.860526e+03   -6.397289e+01    1.387785e+01    2.839172e+01    1.318752e+03    2.227215e+02    3.069732e+03   -7.840294e+01    1.635584e+01    3.409399e+01    1.381354e+03
  26    2.227215e+02    3.069732e+03   -7.840294e+01    1.635584e+01    3.409399e+01    1.381354e+03    2.188019e+02    3.281594e+03   -8.207145e+01    1.857231e+01    3.493889e+01    1.446531e+03
  27    2.188019e+02    3.281594e+03   -8.207145e+01    1.857231e+01    3.493889e+01    1.446531e+03    2.152167e+02    3.493852e+03   -8.445867e+01    2.065867e+01    3.524697e+01    1.510725e+03
  28    2.152167e+02    3.493852e+03   -8.445867e+01    2.065867e+01    3.524697e+01    1.510725e+03    2.116248e+02    3.707237e+03   -9.305736e+01    2.282046e+01    3.823584e+01    1.575143e+03
  29    2.116248e+02    3.707237e+03   -9.305736e+01    2.282046e+01    3.823584e+01    1.575143e+03    2.077126e+02    3.922458e+03   -1.110611e+02    2.501667e+01    4.516462e+01    1.641913e+03
  30    2.077126e+02    3.922458e+03   -1.110611e+02    2.501667e+01    4.516462e+01    1.641913e+03    2.035420e+02    4.140928e+03   -1.392993e+02    2.700745e+01    5.647619e+01    1.718321e+03
  31    2.035420e+02    4.140928e+03   -1.392993e+02    2.700745e+01    5.647619e+01    1.718321e+03    1.982539e+02    4.373768e+03   -1.651699e+02    2.879427e+01    6.710124e+01    1.811431e+03
  32    1.982539e+02    4.373768e+03   -1.651699e+02    2.879427e+01    6.710124e+01    1.811431e+03    1.905666e+02    4.626022e+03   -1.919549e+02    3.019724e+01    7.796332e+01    1.908858e+03
  33    1.905666e+02    4.626022e+03   -1.919549e+02    3.019724e+01    7.796332e+01    1.908858e+03    1.811132e+02    4.882117e+03   -2.222727e+02    3.106596e+01    8.942710e+01    1.989538e+03
  34    1.811132e+02    4.882117e+03   -2.222727e+02    3.106596e+01    8.942710e+01    1.989538e+03    1.718116e+02    5.114593e+03   -2.585454e+02    3.147357e+01    1.015472e+02    2.029740e+03
  35    1.718116e+02    5.114593e+03   -2.585454e+02    3.147357e+01    1.015472e+02    2.029740e+03    1.659953e+02    5.294434e+03   -3.003473e+02    3.169464e+01    1.143855e+02    2.033870e+03
  36    1.659953e+02    5.294434e+03   -3.003473e+02    3.169464e+01    1.143855e+02    2.033870e+03    1.645045e+02    5.410956e+03   -3.409244e+02    3.156473e+01    1.250981e+02    2.000716e+03
  37    1.645045e+02    5.410956e+03   -3.409244e+02    3.156473e+01    1.250981e+02    2.000716e+03    1.664786e+02    5.468055e+03   -3.739724e+02    3.097408e+01    1.315481e+02    1.937225e+03
  38    1.664786e+02    5.468055e+03   -3.739724e+02    3.097408e+01    1.315481e+02    1.937225e+03    1.694011e+02    5.478258e+03   -3.999834e+02    2.966719e+01    1.345070e+02    1.854801e+03
  39    1.694011e+02    5.478258e+03   -3.999834e+02    2.966719e+01    1.345070e+02    1.854801e+03    1.709611e+02    5.447636e+03   -4.170329e+02    2.713526e+01    1.338541e+02    1.759639e+03
  40    1.709611e+02    5.447636e+03   -4.170329e+02    2.713526e+01    1.338541e+02    1.759639e+03    1.695713e+02    5.368450e+03   -4.251940e+02    2.480782e+01    1.299019e+02    1.650020e+03
  41    1.695713e+02    5.368450e+03   -4.251940e+02    2.480782e+01    1.299019e+02    1.650020e+03    1.635855e+02    5.238780e+03   -4.273333e+02    2.440603e+01    1.238178e+02    1.527255e+03
  42    1.635855e+02    5.238780e+03   -4.273333e+02    2.440603e+01    1.238178e+02    1.527255e+03    1.518167e+02    5.067171e+03   -4.246570e+02    2.912099e+01    1.162201e+02    1.397194e+03
  43    1.518167e+02    5.067171e+03   -4.246570e+02    2.912099e+01    1.162201e+02    1.397194e+03    1.341195e+02    4.854171e+03   -4.141891e+02    4.216472e+01    1.064272e+02    1.260948e+03
  44    1.341195e+02    4.854171e+03   -4.141891e+02    4.216472e+01    1.064272e+02    1.260948e+03    1.107152e+02    4.595280e+03   -3.942674e+02    5.038720e+01    9.469153e+01    1.117802e+03
  45    1.107152e+02    4.595280e+03   -3.942674e+02    5.038720e+01    9.469153e+01    1.117802e+03    8.195125e+01    4.282713e+03   -3.662766e+02    4.838987e+01    8.153570e+01    9.641884e+02
  46    8.195125e+01    4.282713e+03   -3.662766e+02    4.838987e+01    8.153570e+01    9.641884e+02    4.999283e+01    3.855970e+03   -3.273160e+02    4.039501e+01    6.535133e+01    7.760460e+02
  47    4.999283e+01    3.855970e+03   -3.273160e+02    4.039501e+01    6.535133e+01    7.760460e+02    2.034002e+01    3.161750e+03   -2.661513e+02    2.699420e+01    4.324491e+01    5.157918e+02
  48    2.034002e+01    3.161750e+03   -2.661513e+02    2.699420e+01    4.324491e+01    5.157918e+02   -3.496711e+00    2.123967e+03   -1.773660e+02    1.187980e+01    1.900274e+01    2.273246e+02
  49   -3.496711e+00    2.123967e+03   -1.773660e+02    1.187980e+01    1.900274e+01    2.273246e+02    0.000000e+00    0.000000e+00    0.000000e+00    1.419559e-14   -1.520642e-17    5.001193e-14
