# Element_num    Fx_n    Fy_n    Fz_n    Mx_n    My_n    Mz_n    Fx_n+1    Fy_n+1    Fz_n+1    Mx_n+1    My_n+1    Mz_n+1 
   1    0.000000e+00    0.000000e+00    0.000000e+00   -6.547245e-18   -1.176914e-17   -2.503637e-16   -1.507913e+01    3.265898e+01   -9.265942e-01   -9.396087e-01    4.998229e-01    3.290782e+01
   2   -1.507913e+01    3.265898e+01   -9.265942e-01   -9.396087e-01    4.998229e-01    3.290782e+01   -1.672880e+01    3.323134e+01   -1.020092e+00   -9.738064e-01    5.208106e-01    3.293610e+01
   3   -1.672880e+01    3.323134e+01   -1.020092e+00   -9.738064e-01    5.208106e-01    3.293610e+01   -1.961535e+01    3.425789e+01   -1.186066e+00   -1.028777e+00    5.549063e-01    3.304177e+01
   4   -1.961535e+01    3.425789e+01   -1.186066e+00   -1.028777e+00    5.549063e-01    3.304177e+01   -2.399136e+01    3.585094e+01   -1.439632e+00   -1.101069e+00    6.004437e-01    3.330201e+01
   5   -2.399136e+01    3.585094e+01   -1.439632e+00   -1.101069e+00    6.004437e-01    3.330201e+01   -3.024728e+01    3.813803e+01   -1.798157e+00   -1.183125e+00    6.536161e-01    3.376453e+01
   6   -3.024728e+01    3.813803e+01   -1.798157e+00   -1.183125e+00    6.536161e-01    3.376453e+01   -3.396567e+01    4.562597e+01   -2.241592e+00   -1.402529e+00    7.909330e-01    3.735065e+01
   7   -3.396567e+01    4.562597e+01   -2.241592e+00   -1.402529e+00    7.909330e-01    3.735065e+01   -1.450415e+01    8.164313e+01   -2.496750e+00   -3.399119e+00    1.951113e+00    8.354714e+01
   8   -1.450415e+01    8.164313e+01   -2.496750e+00   -3.399119e+00    1.951113e+00    8.354714e+01    2.102077e+01    1.582768e+02   -2.929883e+00   -7.813663e+00    4.428764e+00    1.831887e+02
   9    2.102077e+01    1.582768e+02   -2.929883e+00   -7.813663e+00    4.428764e+00    1.831887e+02    5.139088e+01    2.546221e+02   -3.949454e+00   -1.221524e+01    6.780919e+00    2.782206e+02
  10    5.139088e+01    2.546221e+02   -3.949454e+00   -1.221524e+01    6.780919e+00    2.782206e+02    8.104499e+01    3.926655e+02   -5.701597e+00   -1.666548e+01    8.888776e+00    3.752742e+02
  11    8.104499e+01    3.926655e+02   -5.701597e+00   -1.666548e+01    8.888776e+00    3.752742e+02    9.233700e+01    4.769352e+02   -6.416623e+00   -1.755493e+01    8.789911e+00    4.007168e+02
  12    9.233700e+01    4.769352e+02   -6.416623e+00   -1.755493e+01    8.789911e+00    4.007168e+02    1.049400e+02    5.648171e+02   -6.120751e+00   -1.724313e+01    7.701780e+00    4.150802e+02
  13    1.049400e+02    5.648171e+02   -6.120751e+00   -1.724313e+01    7.701780e+00    4.150802e+02    1.100936e+02    6.610253e+02   -4.922725e+00   -1.653162e+01    6.033870e+00    4.405110e+02
  14    1.100936e+02    6.610253e+02   -4.922725e+00   -1.653162e+01    6.033870e+00    4.405110e+02    1.264194e+02    7.658995e+02   -4.320087e+00   -1.312625e+01    4.687285e+00    4.468838e+02
  15    1.264194e+02    7.658995e+02   -4.320087e+00   -1.312625e+01    4.687285e+00    4.468838e+02    1.365590e+02    8.769518e+02   -4.548944e+00   -7.677070e+00    3.547198e+00    4.533686e+02
  16    1.365590e+02    8.769518e+02   -4.548944e+00   -7.677070e+00    3.547198e+00    4.533686e+02    1.386577e+02    9.917267e+02   -6.394459e+00   -2.617474e+00    3.330749e+00    4.598138e+02
  17    1.386577e+02    9.917267e+02   -6.394459e+00   -2.617474e+00    3.330749e+00    4.598138e+02    1.346889e+02    1.109977e+03   -9.242006e+00    6.110741e-01    3.810743e+00    4.665806e+02
  18    1.346889e+02    1.109977e+03   -9.242006e+00    6.110741e-01    3.810743e+00    4.665806e+02    1.304462e+02    1.233524e+03   -1.269982e+01    2.231089e+00    4.677347e+00    4.772239e+02
  19    1.304462e+02    1.233524e+03   -1.269982e+01    2.231089e+00    4.677347e+00    4.772239e+02    1.259192e+02    1.364475e+03   -1.747375e+01    3.525699e+00    5.960963e+00    4.908811e+02
  20    1.259192e+02    1.364475e+03   -1.747375e+01    3.525699e+00    5.960963e+00    4.908811e+02    1.217657e+02    1.499040e+03   -2.167710e+01    4.004360e+00    6.995878e+00    5.062806e+02
  21    1.217657e+02    1.499040e+03   -2.167710e+01    4.004360e+00    6.995878e+00    5.062806e+02    1.178547e+02    1.635810e+03   -2.164756e+01    3.718360e+00    6.638765e+00    5.219056e+02
  22    1.178547e+02    1.635810e+03   -2.164756e+01    3.718360e+00    6.638765e+00    5.219056e+02    1.139394e+02    1.777570e+03   -1.856896e+01    3.823181e+00    5.404720e+00    5.408421e+02
  23    1.139394e+02    1.777570e+03   -1.856896e+01    3.823181e+00    5.404720e+00    5.408421e+02    1.103203e+02    1.922908e+03   -1.488083e+01    4.427619e+00    4.123918e+00    5.657195e+02
  24    1.103203e+02    1.922908e+03   -1.488083e+01    4.427619e+00    4.123918e+00    5.657195e+02    1.069953e+02    2.071424e+03   -1.620400e+01    5.299340e+00    4.384044e+00    5.954220e+02
  25    1.069953e+02    2.071424e+03   -1.620400e+01    5.299340e+00    4.384044e+00    5.954220e+02    1.039132e+02    2.221488e+03   -1.945369e+01    6.367129e+00    5.197615e+00    6.275450e+02
  26    1.039132e+02    2.221488e+03   -1.945369e+01    6.367129e+00    5.197615e+00    6.275450e+02    1.015191e+02    2.369623e+03   -1.280348e+01    7.295248e+00    3.258893e+00    6.609884e+02
  27    1.015191e+02    2.369623e+03   -1.280348e+01    7.295248e+00    3.258893e+00    6.609884e+02    9.991156e+01    2.513052e+03   -6.389093e+00    8.120135e+00    1.433299e+00    6.907474e+02
  28    9.991156e+01    2.513052e+03   -6.389093e+00    8.120135e+00    1.433299e+00    6.907474e+02    9.879677e+01    2.652148e+03   -4.916836e+00    8.967456e+00    9.992747e-01    7.191982e+02
  29    9.879677e+01    2.652148e+03   -4.916836e+00    8.967456e+00    9.992747e-01    7.191982e+02    9.797397e+01    2.787223e+03   -5.959690e+00    9.867005e+00    1.256827e+00    7.500001e+02
  30    9.797397e+01    2.787223e+03   -5.959690e+00    9.867005e+00    1.256827e+00    7.500001e+02    9.739859e+01    2.920730e+03   -1.534598e+01    1.076524e+01    3.798516e+00    7.912796e+02
  31    9.739859e+01    2.920730e+03   -1.534598e+01    1.076524e+01    3.798516e+00    7.912796e+02    9.638576e+01    3.063343e+03   -2.060683e+01    1.168508e+01    5.355601e+00    8.508014e+02
  32    9.638576e+01    3.063343e+03   -2.060683e+01    1.168508e+01    5.355601e+00    8.508014e+02    9.392115e+01    3.220549e+03   -2.473213e+01    1.246978e+01    6.677088e+00    9.168265e+02
  33    9.392115e+01    3.220549e+03   -2.473213e+01    1.246978e+01    6.677088e+00    9.168265e+02    9.042779e+01    3.380965e+03   -2.951782e+01    1.296548e+01    8.130304e+00    9.709630e+02
  34    9.042779e+01    3.380965e+03   -2.951782e+01    1.296548e+01    8.130304e+00    9.709630e+02    8.732820e+01    3.520765e+03   -3.720891e+01    1.313878e+01    1.015778e+01    9.919812e+02
  35    8.732820e+01    3.520765e+03   -3.720891e+01    1.313878e+01    1.015778e+01    9.919812e+02    8.694483e+01    3.616940e+03   -4.875315e+01    1.320211e+01    1.298307e+01    9.867434e+02
  36    8.694483e+01    3.616940e+03   -4.875315e+01    1.320211e+01    1.298307e+01    9.867434e+02    8.950916e+01    3.662685e+03   -6.048381e+01    1.305824e+01    1.546455e+01    9.558033e+02
  37    8.950916e+01    3.662685e+03   -6.048381e+01    1.305824e+01    1.546455e+01    9.558033e+02    9.412613e+01    3.663172e+03   -6.825592e+01    1.264500e+01    1.654909e+01    9.055976e+02
  38    9.412613e+01    3.663172e+03   -6.825592e+01    1.264500e+01    1.654909e+01    9.055976e+02    9.891712e+01    3.630978e+03   -7.316069e+01    1.188110e+01    1.671043e+01    8.454055e+02
