1
1 120
  0.000000 5.200000 100.000000 1 ;
  0.020417 5.199921 100.000000 1 ;
  0.081655 5.199699 100.000000 1 ;
  0.183669 5.199374 100.000000 1 ;
  0.326389 5.199015 100.000000 1 ;
  0.509715 5.198715 100.000000 1 ;
  0.733518 5.198591 100.000000 1 ;
  0.997642 5.198785 100.000000 1 ;
  1.301902 5.199455 100.000000 1 ;
  1.646086 5.200779 100.000000 1 ;
  2.029953 5.202951 100.000000 1 ;
  2.453237 5.206171 100.000000 1 ;
  2.915642 5.210653 100.000000 1 ;
  3.416846 5.216610 99.538182 1 ;
  3.956502 5.224257 98.661467 1 ;
  4.534232 5.233803 97.510733 1 ;
  5.149637 5.245450 96.057057 1 ;
  5.802287 5.259386 94.274636 1 ;
  6.491728 5.275779 92.141645 1 ;
  7.217478 5.294777 89.641104 1 ;
  7.979033 5.316498 86.761741 1 ;
  8.775860 5.341031 83.498853 1 ;
  9.607401 5.368385 79.868908 1 ;
  10.473078 5.398390 75.945026 1 ;
  11.372287 5.430759 71.833135 1 ;
  12.304403 5.465107 67.666692 1 ;
  13.268776 5.500939 63.608394 1 ;
  14.264737 5.537650 59.845290 1 ;
  15.291591 5.574584 56.467967 1 ;
  16.348621 5.611036 53.457084 1 ;
  17.435090 5.646200 50.777235 1 ;
  18.550245 5.679164 48.380092 1 ;
  19.693313 5.708905 46.205441 1 ;
  20.863498 5.734205 44.219454 1 ;
  22.059975 5.753626 42.424641 1 ;
  23.281905 5.765593 40.823452 1 ;
  24.528432 5.768399 39.416223 1 ;
  25.798692 5.760274 38.200747 1 ;
  27.091812 5.740172 37.167724 1 ;
  28.406896 5.707588 36.301821 1 ;
  29.743025 5.662064 35.584598 1 ;
  31.099256 5.603177 34.994616 1 ;
  32.474628 5.531123 34.508202 1 ;
  33.868192 5.448455 34.101634 1 ;
  35.278983 5.358551 33.749411 1 ;
  36.706021 5.265071 33.423753 1 ;
  38.148310 5.171874 33.095504 1 ;
  39.604845 5.081279 32.752554 1 ;
  41.074610 4.993847 32.402028 1 ;
  42.556583 4.910068 32.052392 1 ;
  44.049736 4.830435 31.712513 1 ;
  45.553031 4.755080 31.387546 1 ;
  47.065414 4.682919 31.069224 1 ;
  48.585823 4.612560 30.746118 1 ;
  50.113194 4.542559 30.406430 1 ;
  51.646464 4.471579 30.039421 1 ;
  53.184578 4.399623 29.646289 1 ;
  54.726470 4.327419 29.234760 1 ;
  56.271065 4.255715 28.812782 1 ;
  57.817281 4.185247 28.388248 1 ;
  59.364031 4.116378 27.965620 1 ;
  60.910232 4.049120 27.546052 1 ;
  62.454806 3.983465 27.130561 1 ;
  63.996687 3.919397 26.720167 1 ;
  65.534812 3.856842 26.316660 1 ;
  67.068107 3.795647 25.922779 1 ;
  68.595498 3.735656 25.541258 1 ;
  70.115908 3.676712 25.174611 1 ;
  71.628278 3.618624 24.821028 1 ;
  73.131560 3.561157 24.473651 1 ;
  74.624711 3.504083 24.125560 1 ;
  76.106687 3.447195 23.770491 1 ;
  77.576454 3.390494 23.408432 1 ;
  79.032989 3.334139 23.044215 1 ;
  80.475277 3.278289 22.682587 1 ;
  81.902315 3.223088 22.329512 1 ;
  83.313108 3.168633 21.999165 1 ;
  84.706671 3.115001 21.707798 1 ;
  86.082032 3.062263 21.470257 1 ;
  87.438234 3.010403 21.293494 1 ;
  88.774333 2.959280 21.173234 1 ;
  90.089396 2.908755 21.104330 1 ;
  91.382505 2.858707 21.100000 1 ;
  92.652762 2.809052 21.100000 1 ;
  93.899280 2.759723 21.100000 1 ;
  95.121191 2.710671 21.104154 1 ;
  96.317644 2.661883 21.104158 1 ;
  97.487803 2.613369 21.101115 1 ;
  98.630855 2.565157 21.100000 1 ;
  99.746002 2.517374 21.100000 1 ;
  100.832468 2.470212 21.100000 1 ;
  101.889495 2.423841 21.100211 1 ;
  102.916346 2.378346 21.100183 1 ;
  103.912305 2.333766 21.100017 1 ;
  104.876679 2.290153 21.100000 1 ;
  105.808796 2.247623 21.100000 1 ;
  106.708006 2.206298 21.100005 1 ;
  107.573682 2.166236 21.100010 1 ;
  108.405221 2.127379 21.100002 1 ;
  109.202044 2.089708 21.100000 1 ;
  109.963595 2.053492 21.100000 1 ;
  110.689344 2.019104 21.100000 1 ;
  111.378785 1.986500 21.100000 1 ;
  112.031437 1.955016 21.100000 1 ;
  112.646845 1.924465 21.100000 1 ;
  113.224581 1.896610 21.100000 1 ;
  113.764241 1.873000 21.100000 1 ;
  114.265450 1.849880 21.100000 1 ;
  114.727859 1.821130 21.100000 1 ;
  115.151144 1.788620 21.100000 1 ;
  115.535011 1.764442 21.100000 1 ;
  115.879193 1.750096 21.100000 1 ;
  116.183450 1.699232 21.100000 1 ;
  116.447569 1.576088 21.100000 1 ;
  116.671366 1.382591 21.100000 1 ;
  116.854686 1.144800 21.100000 1 ;
  116.997401 0.900871 21.100000 1 ;
  117.099412 0.691046 21.100000 1 ;
  117.160647 0.549770 21.100000 1 ;
  117.181063 0.500000 21.100000 1 ;
