1
1 60
  0.000000 5.200000 100.000000 1 ;
  0.083044 5.199694 100.000000 1 ;
  0.331940 5.199003 100.000000 1 ;
  0.745977 5.198592 100.000000 1 ;
  1.323978 5.199522 100.000000 1 ;
  2.064300 5.203180 100.000000 1 ;
  2.964845 5.211188 100.000000 1 ;
  4.023062 5.225286 98.539854 1 ;
  5.235958 5.247202 95.835168 1 ;
  6.600100 5.278506 91.784313 1 ;
  8.111620 5.320457 86.235725 1 ;
  9.766226 5.373785 79.156813 1 ;
  11.559224 5.437599 70.985292 1 ;
  13.485534 5.508975 62.747370 1 ;
  15.539706 5.583305 55.721474 1 ;
  17.715911 5.654828 50.143202 1 ;
  20.007999 5.716263 45.648196 1 ;
  22.409473 5.757911 41.943369 1 ;
  24.913475 5.767154 39.025293 1 ;
  27.512934 5.731064 36.871456 1 ;
  30.200529 5.643619 35.371507 1 ;
  32.968572 5.502747 34.355610 1 ;
  35.809216 5.323907 33.626429 1 ;
  38.714437 5.136212 32.963234 1 ;
  41.675995 4.959299 32.259203 1 ;
  44.685510 4.798028 31.573288 1 ;
  47.734458 4.651776 30.928119 1 ;
  50.814147 4.510242 30.242184 1 ;
  53.915871 4.365342 29.452796 1 ;
  57.030887 4.220883 28.603990 1 ;
  60.150324 4.081978 27.751834 1 ;
  63.265298 3.949606 26.914223 1 ;
  66.367041 3.823493 26.101659 1 ;
  69.446765 3.702569 25.334242 1 ;
  72.495690 3.585447 24.620537 1 ;
  75.505200 3.470321 23.916016 1 ;
  78.466762 3.356056 23.186146 1 ;
  81.371981 3.243589 22.459418 1 ;
  84.212627 3.133992 21.806069 1 ;
  86.980643 3.027893 21.346821 1 ;
  89.668186 2.924968 21.121221 1 ;
  92.267634 2.824164 21.100000 1 ;
  94.771621 2.724778 21.102917 1 ;
  97.173048 2.626497 21.101988 1 ;
  99.465110 2.529471 21.100000 1 ;
  101.641309 2.434766 21.100163 1 ;
  103.695476 2.343508 21.100051 1 ;
  105.621788 2.256179 21.100000 1 ;
  107.414786 2.173612 21.100011 1 ;
  109.069386 2.096002 21.100000 1 ;
  110.580899 2.024221 21.100000 1 ;
  111.945040 1.959241 21.100000 1 ;
  113.157943 1.899707 21.100000 1 ;
  114.216168 1.852409 21.100000 1 ;
  115.116718 1.791201 21.100000 1 ;
  115.857037 1.751555 21.100000 1 ;
  116.435029 1.584185 21.100000 1 ;
  116.849055 1.153192 21.100000 1 ;
  117.097941 0.694115 21.100000 1 ;
  117.180982 0.500000 21.100000 1 ;
