1
1 70
  0.000000 5.200000 100.000000 1 ;
  0.060722 5.199773 100.000000 1 ;
  0.242759 5.199212 100.000000 1 ;
  0.545734 5.198677 100.000000 1 ;
  0.969014 5.198746 100.000000 1 ;
  1.511721 5.200192 100.000000 1 ;
  2.172726 5.203941 100.000000 1 ;
  2.950661 5.211032 100.000000 1 ;
  3.843914 5.222558 98.860526 1 ;
  4.850639 5.239606 96.791805 1 ;
  5.968751 5.263191 93.782406 1 ;
  7.195935 5.294189 89.718875 1 ;
  8.529645 5.333263 84.532494 1 ;
  9.967111 5.380687 78.250045 1 ;
  11.505352 5.435625 71.229164 1 ;
  13.141182 5.496201 64.125082 1 ;
  14.871216 5.559612 57.792724 1 ;
  16.691868 5.622429 52.568736 1 ;
  18.599365 5.680532 48.281378 1 ;
  20.589774 5.728807 44.663079 1 ;
  22.658950 5.760557 41.611381 1 ;
  24.802575 5.767620 39.135833 1 ;
  27.016224 5.741673 37.222884 1 ;
  29.295349 5.678703 35.808415 1 ;
  31.635196 5.576449 34.793241 1 ;
  34.030874 5.438335 34.058521 1 ;
  36.477451 5.280054 33.475095 1 ;
  38.969860 5.120308 32.903075 1 ;
  41.502933 4.969166 32.300207 1 ;
  44.071428 4.829313 31.707703 1 ;
  46.670037 4.701513 31.152256 1 ;
  49.293340 4.580141 30.591370 1 ;
  51.935886 4.458075 29.967121 1 ;
  54.592239 4.333689 29.271075 1 ;
  57.256908 4.210597 28.541931 1 ;
  59.924338 4.091824 27.813195 1 ;
  62.588972 3.977831 27.094657 1 ;
  65.245321 3.868519 26.392031 1 ;
  67.887907 3.763338 25.716488 1 ;
  70.511217 3.661486 25.081377 1 ;
  73.109802 3.561987 24.478674 1 ;
  75.678298 3.463671 23.874327 1 ;
  78.211375 3.365939 23.250057 1 ;
  80.703782 3.269442 22.625478 1 ;
  83.150360 3.174906 22.035767 1 ;
  85.546033 3.082789 21.555947 1 ;
  87.885837 2.993288 21.247386 1 ;
  90.164923 2.905842 21.101805 1 ;
  92.378564 2.819817 21.100000 1 ;
  94.522175 2.734809 21.101575 1 ;
  96.591312 2.650608 21.103558 1 ;
  98.581687 2.567246 21.100000 1 ;
  100.489174 2.485171 21.100000 1 ;
  102.309822 2.405271 21.100236 1 ;
  104.039853 2.328021 21.100000 1 ;
  105.675685 2.253715 21.100000 1 ;
  107.213926 2.182923 21.100011 1 ;
  108.651387 2.115785 21.100000 1 ;
  109.985091 2.052468 21.100000 1 ;
  111.212273 1.994404 21.100000 1 ;
  112.330388 1.940216 21.100000 1 ;
  113.337119 1.891463 21.100000 1 ;
  114.230380 1.851688 21.100000 1 ;
  115.008319 1.799550 21.100000 1 ;
  115.669324 1.759174 21.100000 1 ;
  116.212025 1.690254 21.100000 1 ;
  116.635296 1.420374 21.100000 1 ;
  116.938261 1.008593 21.100000 1 ;
  117.120291 0.644084 21.100000 1 ;
  117.181010 0.500000 21.100000 1 ;
