1 
1 50 
  0.000000 5.200000 100.000000 1  ; 
  0.120380 5.199819 100.000000 1  ; 
  0.481026 5.199714 100.000000 1  ; 
  1.080459 5.200905 100.000000 1  ; 
  1.916218 5.205103 100.000000 1  ; 
  2.984862 5.214044 99.776405 1  ; 
  4.281971 5.228958 98.083081 1  ; 
  5.802243 5.257709 94.304737 1  ; 
  7.539473 5.304203 88.214864 1  ; 
  9.486469 5.363506 80.630040 1  ; 
  11.635244 5.441324 70.575321 1  ; 
  13.976946 5.526507 60.980826 1  ; 
  16.502067 5.615994 53.237664 1  ; 
  19.199998 5.696513 47.121163 1  ; 
  22.060037 5.749449 42.403744 1  ; 
  25.069875 5.766696 38.891060 1  ; 
  28.217580 5.709974 36.491095 1  ; 
  31.490143 5.586152 34.869735 1  ; 
  34.874009 5.384367 33.900784 1  ; 
  38.355360 5.162201 33.037018 1  ; 
  41.919863 4.948133 32.197339 1  ; 
  45.552798 4.754910 31.385978 1  ; 
  49.239417 4.583178 30.605268 1  ; 
  52.964312 4.408806 29.696232 1  ; 
  56.712482 4.235244 28.689204 1  ; 
  60.468355 4.068722 27.668899 1  ; 
  64.216346 3.910350 26.664276 1  ; 
  67.941403 3.761499 25.707112 1  ; 
  71.627919 3.618397 24.818883 1  ; 
  75.260945 3.479692 23.974520 1  ; 
  78.825435 3.342024 23.083323 1  ; 
  82.306745 3.207586 22.234254 1  ; 
  85.690626 3.077237 21.532881 1  ; 
  88.963140 2.952122 21.145963 1  ; 
  92.110839 2.830217 21.100269 1  ; 
  95.120803 2.710641 21.100000 1  ; 
  97.980654 2.592677 21.100000 1  ; 
  100.678643 2.476884 21.100000 1  ; 
  103.203680 2.365511 21.100000 1  ; 
  105.545390 2.259686 21.100000 1  ; 
  107.694153 2.160562 21.100000 1  ; 
  109.641144 2.068956 21.100000 1  ; 
  111.378363 1.986149 21.100000 1  ; 
  112.898615 1.913284 21.100000 1  ; 
  114.195752 1.849941 21.100000 1  ; 
  115.264388 1.787456 21.100000 1  ; 
  116.100136 1.676575 21.100000 1  ; 
  116.699564 1.358622 21.100000 1  ; 
  117.060208 0.732053 21.100000 1  ; 
  117.180588 0.500000 21.100000 1  ;
