1 
1 80 
  0.000000 5.200000 100.000000 1  ; 
  0.046322 5.199921 100.000000 1  ; 
  0.185213 5.199752 100.000000 1  ; 
  0.416456 5.199686 100.000000 1  ; 
  0.739684 5.200027 100.000000 1  ; 
  1.154389 5.201163 100.000000 1  ; 
  1.659913 5.203527 100.000000 1  ; 
  2.255458 5.207548 100.000000 1  ; 
  2.940077 5.213601 99.816901 1  ; 
  3.712680 5.221938 98.953131 1  ; 
  4.572039 5.233246 97.525570 1  ; 
  5.516821 5.251234 95.159248 1  ; 
  6.545541 5.276355 91.848946 1  ; 
  7.656564 5.307626 87.772128 1  ; 
  8.848115 5.343089 83.254864 1  ; 
  10.118314 5.385290 77.788803 1  ; 
  11.465161 5.434911 71.381983 1  ; 
  12.886515 5.488072 64.980251 1  ; 
  14.380134 5.540650 59.651951 1  ; 
  15.943717 5.596463 54.815063 1  ; 
  17.574712 5.651489 50.480700 1  ; 
  19.270459 5.698159 46.998399 1  ; 
  21.028533 5.733888 44.014233 1  ; 
  22.846070 5.758242 41.289302 1  ; 
  24.719874 5.767133 39.181248 1  ; 
  26.647204 5.749172 37.638077 1  ; 
  28.625272 5.697056 36.222672 1  ; 
  30.650679 5.621625 35.156929 1  ; 
  32.720164 5.521696 34.494813 1  ; 
  34.830603 5.387289 33.912151 1  ; 
  36.978621 5.245439 33.370854 1  ; 
  39.160802 5.113328 32.844229 1  ; 
  41.373713 4.980105 32.323743 1  ; 
  43.613809 4.853390 31.810510 1  ; 
  45.877587 4.739221 31.317493 1  ; 
  48.161537 4.632592 30.838757 1  ; 
  50.461908 4.526547 30.325625 1  ; 
  52.775100 4.417708 29.745853 1  ; 
  55.097593 4.309176 29.125063 1  ; 
  57.425560 4.203174 28.498453 1  ; 
  59.755410 4.099836 27.864284 1  ; 
  62.083403 3.999329 27.229410 1  ; 
  64.405720 3.902612 26.614773 1  ; 
  66.719002 3.809700 26.016599 1  ; 
  69.019453 3.719276 25.439114 1  ; 
  71.303303 3.630822 24.893972 1  ; 
  73.567134 3.544493 24.373036 1  ; 
  75.807260 3.458653 23.841525 1  ; 
  78.020164 3.373175 23.286103 1  ; 
  80.202336 3.288803 22.744986 1  ; 
  82.350320 3.205908 22.223536 1  ; 
  84.460767 3.124551 21.742058 1  ; 
  86.530271 3.045070 21.415478 1  ; 
  88.555625 2.967729 21.177833 1  ; 
  90.533588 2.891558 21.100674 1  ; 
  92.461043 2.816518 21.100196 1  ; 
  94.334944 2.742312 21.100000 1  ; 
  96.152324 2.668593 21.100000 1  ; 
  97.910309 2.595635 21.100000 1  ; 
  99.606122 2.523408 21.100000 1  ; 
  101.237081 2.452514 21.100000 1  ; 
  102.800608 2.383495 21.100000 1  ; 
  104.294227 2.316557 21.100000 1  ; 
  105.715583 2.251902 21.100000 1  ; 
  107.062420 2.189906 21.100000 1  ; 
  108.332618 2.130739 21.100000 1  ; 
  109.524164 2.074521 21.100000 1  ; 
  110.635166 2.021620 21.100000 1  ; 
  111.663902 1.972497 21.100000 1  ; 
  112.608655 1.927215 21.100000 1  ; 
  113.468062 1.885718 21.100000 1  ; 
  114.240666 1.847698 21.100000 1  ; 
  114.925281 1.810669 21.100000 1  ; 
  115.520819 1.768700 21.100000 1  ; 
  116.026336 1.695570 21.100000 1  ; 
  116.441036 1.570273 21.100000 1  ; 
  116.764262 1.265888 21.100000 1  ; 
  116.995504 0.857581 21.100000 1  ; 
  117.134395 0.588424 21.100000 1  ; 
  117.180717 0.500000 21.100000 1  ;
