1 
1 200 
  0.000000 5.200000 100.000000 1  ; 
  0.007301 5.199987 100.000000 1  ; 
  0.029202 5.199949 100.000000 1  ; 
  0.065698 5.199892 100.000000 1  ; 
  0.116779 5.199823 100.000000 1  ; 
  0.182433 5.199754 100.000000 1  ; 
  0.262643 5.199700 100.000000 1  ; 
  0.357391 5.199678 100.000000 1  ; 
  0.466651 5.199706 100.000000 1  ; 
  0.590397 5.199808 100.000000 1  ; 
  0.728598 5.200007 100.000000 1  ; 
  0.881220 5.200329 100.000000 1  ; 
  1.048225 5.200800 100.000000 1  ; 
  1.229570 5.201449 100.000000 1  ; 
  1.425212 5.202302 100.000000 1  ; 
  1.635100 5.203387 100.000000 1  ; 
  1.859183 5.204731 100.000000 1  ; 
  2.097405 5.206360 100.000000 1  ; 
  2.349706 5.208296 100.000000 1  ; 
  2.616023 5.210561 100.000000 1  ; 
  2.896289 5.213173 99.855367 1  ; 
  3.190434 5.216145 99.575489 1  ; 
  3.498383 5.219487 99.228049 1  ; 
  3.820059 5.223202 98.805082 1  ; 
  4.155381 5.227291 98.298002 1  ; 
  4.504269 5.232187 97.663676 1  ; 
  4.866638 5.238230 96.872621 1  ; 
  5.242399 5.245431 95.924749 1  ; 
  5.631458 5.253783 94.822818 1  ; 
  6.033719 5.263259 93.572692 1  ; 
  6.449081 5.273808 92.183617 1  ; 
  6.877439 5.285359 90.668491 1  ; 
  7.318685 5.297811 89.044132 1  ; 
  7.772710 5.311041 87.331541 1  ; 
  8.239397 5.324893 85.556168 1  ; 
  8.718630 5.339183 83.748043 1  ; 
  9.210290 5.354450 81.801922 1  ; 
  9.714258 5.371202 79.628409 1  ; 
  10.230408 5.389284 77.267039 1  ; 
  10.758610 5.408507 74.764741 1  ; 
  11.298734 5.428649 72.176161 1  ; 
  11.850642 5.449451 69.563968 1  ; 
  12.414197 5.470617 66.999148 1  ; 
  12.989258 5.491814 64.561280 1  ; 
  13.575681 5.512670 62.338795 1  ; 
  14.173327 5.533365 60.330069 1  ; 
  14.782057 5.554948 58.357050 1  ; 
  15.401715 5.577145 56.427380 1  ; 
  16.032139 5.599587 54.559375 1  ; 
  16.673164 5.621864 52.772764 1  ; 
  17.324625 5.643525 51.088702 1  ; 
  17.986355 5.664080 49.529790 1  ; 
  18.658186 5.683000 48.120084 1  ; 
  19.339956 5.699768 46.877410 1  ; 
  20.031551 5.714936 45.682464 1  ; 
  20.732801 5.728647 44.499952 1  ; 
  21.443508 5.740670 43.349184 1  ; 
