1 
1 30 
  0.000000 5.200000 100.000000 1  ; 
  0.343459 5.199678 100.000000 1  ; 
  1.369816 5.202044 100.000000 1  ; 
  3.067038 5.214871 99.699054 1  ; 
  5.415161 5.249034 95.449557 1  ; 
  8.386781 5.329290 84.997015 1  ; 
  11.946972 5.453083 69.116270 1  ; 
  16.054056 5.600361 54.496295 1  ; 
  20.659759 5.727303 44.621150 1  ; 
  25.710041 5.762644 38.376970 1  ; 
  31.146039 5.601320 34.980300 1  ; 
  36.903713 5.250121 33.389140 1  ; 
  42.915662 4.891484 31.968945 1  ; 
  49.111363 4.589048 30.633488 1  ; 
  55.418132 4.294356 29.038225 1  ; 
  61.762226 4.012987 27.316136 1  ; 
  68.068965 3.756480 25.675070 1  ; 
  74.264640 3.517870 24.210814 1  ; 
  80.276573 3.285920 22.727109 1  ; 
  86.034229 3.064040 21.484528 1  ; 
  91.470141 2.855180 21.100421 1  ; 
  96.520575 2.653427 21.100000 1  ; 
  101.126297 2.457336 21.100000 1  ; 
  105.233322 2.273923 21.100000 1  ; 
  108.793498 2.109078 21.100000 1  ; 
  111.765102 1.967630 21.100000 1  ; 
  114.113201 1.854036 21.100000 1  ; 
  115.810408 1.739529 21.100000 1  ; 
  116.836755 1.147494 21.100000 1  ; 
  117.180213 0.500000 21.100000 1  ;
