1 
1 100 
  0.000000 5.200000 100.000000 1  ; 
  0.029498 5.199949 100.000000 1  ; 
  0.117961 5.199822 100.000000 1  ; 
  0.265301 5.199699 100.000000 1  ; 
  0.471370 5.199709 100.000000 1  ; 
  0.735961 5.200020 100.000000 1  ; 
  1.058807 5.200834 100.000000 1  ; 
  1.439585 5.202371 100.000000 1  ; 
  1.877909 5.204852 100.000000 1  ; 
  2.373339 5.208488 100.000000 1  ; 
  2.925372 5.213457 99.829944 1  ; 
  3.533448 5.219881 99.184932 1  ; 
  4.196950 5.227824 98.229395 1  ; 
  4.915218 5.239110 96.757067 1  ; 
  5.687544 5.255056 94.654853 1  ; 
  6.513150 5.275496 91.961786 1  ; 
  7.391200 5.299900 88.772714 1  ; 
  8.320800 5.327321 85.247112 1  ; 
  9.301008 5.357389 81.422589 1  ; 
  10.330849 5.392891 76.796154 1  ; 
  11.409284 5.432807 71.648179 1  ; 
  12.535222 5.475123 66.468565 1  ; 
  13.707525 5.517217 61.883789 1  ; 
  14.925049 5.560063 57.904229 1  ; 
  16.186570 5.605019 54.118003 1  ; 
  17.490764 5.648840 50.682303 1  ; 
  18.836277 5.687627 47.777754 1  ; 
  20.221848 5.718829 45.357941 1  ; 
  21.646200 5.743731 43.032298 1  ; 
  23.107714 5.760538 40.944785 1  ; 
  24.604774 5.767115 39.284104 1  ; 
  26.135997 5.757568 38.038204 1  ; 
  27.700085 5.724888 36.851564 1  ; 
  29.295327 5.673899 35.816316 1  ; 
  30.919993 5.610654 35.056353 1  ; 
  32.572465 5.530162 34.538270 1  ; 
  34.251171 5.425927 34.065810 1  ; 
  35.954400 5.311796 33.624447 1  ; 
  37.680411 5.202863 33.199997 1  ; 
  39.427480 5.097122 32.780792 1  ; 
  41.193847 4.990747 32.365549 1  ; 
  42.977710 4.888053 31.954866 1  ; 
  44.777264 4.793209 31.552001 1  ; 
  46.590784 4.705343 31.168261 1  ; 
  48.416408 4.620910 30.784363 1  ; 
  50.252220 4.536352 30.375031 1  ; 
  52.096383 4.449659 29.921520 1  ; 
  53.947169 4.362714 29.435208 1  ; 
  55.802653 4.276691 28.934292 1  ; 
  57.660887 4.192636 28.435119 1  ; 
  59.520109 4.110162 27.928774 1  ; 
  61.378397 4.029428 27.420437 1  ; 
  63.233776 3.950931 26.922287 1  ; 
  65.084464 3.875055 26.437868 1  ; 
  66.928743 3.801398 25.963129 1  ; 
  68.764623 3.729243 25.502019 1  ; 
  70.590161 3.658218 25.060465 1  ; 
  72.403667 3.588802 24.640537 1  ; 
  74.203290 3.520230 24.225266 1  ; 
  75.987159 3.451718 23.797189 1  ; 
  77.753521 3.383488 23.353554 1  ; 
  79.500586 3.315921 22.915645 1  ; 
  81.226570 3.249272 22.500693 1  ; 
  82.929786 3.183556 22.082316 1  ; 
  84.608502 3.118864 21.713217 1  ; 
  86.260990 3.055372 21.452818 1  ; 
  87.885636 2.993326 21.244300 1  ; 
  89.480791 2.932250 21.116758 1  ; 
  91.044825 2.871727 21.100533 1  ; 
  92.576190 2.812005 21.100174 1  ; 
  94.073335 2.752782 21.100003 1  ; 
  95.534748 2.693838 21.100000 1  ; 
  96.958965 2.635320 21.100000 1  ; 
  98.344540 2.577340 21.100000 1  ; 
  99.690094 2.519785 21.100000 1  ; 
  100.994262 2.463123 21.100000 1  ; 
  102.255730 2.407688 21.100000 1  ; 
  103.473237 2.353457 21.100000 1  ; 
  104.645544 2.300668 21.100000 1  ; 
  105.771483 2.249343 21.100000 1  ; 
  106.849911 2.199737 21.100000 1  ; 
  107.879749 2.151916 21.100000 1  ; 
  108.859955 2.105969 21.100000 1  ; 
  109.789551 2.061902 21.100000 1  ; 
  110.667580 2.020076 21.100000 1  ; 
  111.493201 1.980665 21.100000 1  ; 
  112.265504 1.943664 21.100000 1  ; 
  112.983796 1.909190 21.100000 1  ; 
  113.647319 1.876967 21.100000 1  ; 
  114.255400 1.846960 21.100000 1  ; 
  114.807431 1.817943 21.100000 1  ; 
  115.302854 1.784689 21.100000 1  ; 
  115.741173 1.749559 21.100000 1  ; 
  116.121945 1.670684 21.100000 1  ; 
  116.444788 1.568985 21.100000 1  ; 
  116.709377 1.345572 21.100000 1  ; 
  116.915445 1.008581 21.100000 1  ; 
  117.062784 0.727348 21.100000 1  ; 
  117.151248 0.556116 21.100000 1  ; 
  117.180745 0.500000 21.100000 1  ;
