1 
1 20 
  0.000000 5.200000 100.000000 1  ; 
  0.799097 5.200143 100.000000 1  ; 
  3.174604 5.215980 99.591836 1  ; 
  7.061643 5.290498 89.996750 1  ; 
  12.354310 5.468381 67.264603 1  ; 
  18.908147 5.689445 47.643363 1  ; 
  26.544113 5.751051 37.717746 1  ; 
  35.054479 5.372190 33.853703 1  ; 
  44.206852 4.822219 31.677073 1  ; 
  53.751443 4.371842 29.487404 1  ; 
  63.428150 3.942818 26.870926 1  ; 
  72.972745 3.567099 24.509743 1  ; 
  82.125114 3.214566 22.278958 1  ; 
  90.635473 2.887575 21.100645 1  ; 
  98.271725 2.580382 21.100000 1  ; 
  104.825547 2.292461 21.100000 1  ; 
  110.118184 2.046208 21.100000 1  ; 
  114.005091 1.859365 21.100000 1  ; 
  116.380576 1.590551 21.100000 1  ; 
  117.179669 0.500000 21.100000 1  ;
