# Element_num    Fx_n    Fy_n    Fz_n    Mx_n    My_n    Mz_n    Fx_n+1    Fy_n+1    Fz_n+1    Mx_n+1    My_n+1    Mz_n+1 
  31    6.297344e+02    2.952795e+03   -7.654345e+01    2.230265e+01    5.641786e+01    2.359903e+03    6.277815e+02    3.101339e+03   -8.964628e+01    2.674307e+01    6.392944e+01    2.398936e+03
  32    6.277815e+02    3.101339e+03   -8.964628e+01    2.674307e+01    6.392944e+01    2.398936e+03    6.258527e+02    3.247809e+03   -1.016926e+02    2.838322e+01    7.067186e+01    2.431765e+03
  33    6.258527e+02    3.247809e+03   -1.016926e+02    2.838322e+01    7.067186e+01    2.431765e+03    6.239394e+02    3.393384e+03   -1.103437e+02    2.750996e+01    7.499522e+01    2.461872e+03
  34    6.239394e+02    3.393384e+03   -1.103437e+02    2.750996e+01    7.499522e+01    2.461872e+03    6.221772e+02    3.540866e+03   -1.138226e+02    2.641176e+01    7.555039e+01    2.494642e+03
  35    6.221772e+02    3.540866e+03   -1.138226e+02    2.641176e+01    7.555039e+01    2.494642e+03    6.204507e+02    3.690569e+03   -1.178390e+02    2.697427e+01    7.621988e+01    2.529137e+03
  36    6.204507e+02    3.690569e+03   -1.178390e+02    2.697427e+01    7.621988e+01    2.529137e+03    6.187090e+02    3.838017e+03   -1.218085e+02    2.889010e+01    7.662427e+01    2.561068e+03
  37    6.187090e+02    3.838017e+03   -1.218085e+02    2.889010e+01    7.662427e+01    2.561068e+03    6.170325e+02    3.983545e+03   -1.220982e+02    3.104136e+01    7.455978e+01    2.589438e+03
  38    6.170325e+02    3.983545e+03   -1.220982e+02    3.104136e+01    7.455978e+01    2.589438e+03    6.151275e+02    4.125647e+03   -1.292816e+02    3.311469e+01    7.698872e+01    2.614433e+03
  39    6.151275e+02    4.125647e+03   -1.292816e+02    3.311469e+01    7.698872e+01    2.614433e+03    6.128116e+02    4.264885e+03   -1.471802e+02    3.588012e+01    8.581914e+01    2.636200e+03
  40    6.128116e+02    4.264885e+03   -1.471802e+02    3.588012e+01    8.581914e+01    2.636200e+03    6.104709e+02    4.401719e+03   -1.635440e+02    3.895337e+01    9.327172e+01    2.655774e+03
  41    6.104709e+02    4.401719e+03   -1.635440e+02    3.895337e+01    9.327172e+01    2.655774e+03    6.083093e+02    4.535069e+03   -1.732949e+02    4.108834e+01    9.662340e+01    2.672832e+03
  42    6.083093e+02    4.535069e+03   -1.732949e+02    4.108834e+01    9.662340e+01    2.672832e+03    6.063725e+02    4.663355e+03   -1.748937e+02    4.277107e+01    9.517520e+01    2.686037e+03
  43    6.063725e+02    4.663355e+03   -1.748937e+02    4.277107e+01    9.517520e+01    2.686037e+03    6.044098e+02    4.785273e+03   -1.759885e+02    4.455586e+01    9.347394e+01    2.694655e+03
  44    6.044098e+02    4.785273e+03   -1.759885e+02    4.455586e+01    9.347394e+01    2.694655e+03    6.021000e+02    4.901143e+03   -1.836979e+02    4.614687e+01    9.544364e+01    2.697734e+03
  45    6.021000e+02    4.901143e+03   -1.836979e+02    4.614687e+01    9.544364e+01    2.697734e+03    5.995975e+02    5.009716e+03   -1.914975e+02    4.769843e+01    9.735095e+01    2.696122e+03
  46    5.995975e+02    5.009716e+03   -1.914975e+02    4.769843e+01    9.735095e+01    2.696122e+03    5.966075e+02    5.110216e+03   -2.044100e+02    4.904236e+01    1.018047e+02    2.688240e+03
  47    5.966075e+02    5.110216e+03   -2.044100e+02    4.904236e+01    1.018047e+02    2.688240e+03    5.930436e+02    5.204189e+03   -2.277078e+02    5.028195e+01    1.113941e+02    2.676830e+03
  48    5.930436e+02    5.204189e+03   -2.277078e+02    5.028195e+01    1.113941e+02    2.676830e+03    5.893749e+02    5.290582e+03   -2.496996e+02    5.136198e+01    1.200479e+02    2.664781e+03
  49    5.893749e+02    5.290582e+03   -2.496996e+02    5.136198e+01    1.200479e+02    2.664781e+03    5.859062e+02    5.375713e+03   -2.687752e+02    5.191469e+01    1.271261e+02    2.655790e+03
  50    5.859062e+02    5.375713e+03   -2.687752e+02    5.191469e+01    1.271261e+02    2.655790e+03    5.829258e+02    5.468110e+03   -2.869839e+02    5.240352e+01    1.337531e+02    2.654936e+03
  51    5.829258e+02    5.468110e+03   -2.869839e+02    5.240352e+01    1.337531e+02    2.654936e+03    5.802436e+02    5.568135e+03   -3.056205e+02    5.273603e+01    1.404201e+02    2.658454e+03
  52    5.802436e+02    5.568135e+03   -3.056205e+02    5.273603e+01    1.404201e+02    2.658454e+03    5.772770e+02    5.668094e+03   -3.238300e+02    5.260318e+01    1.463213e+02    2.654879e+03
  53    5.772770e+02    5.668094e+03   -3.238300e+02    5.260318e+01    1.463213e+02    2.654879e+03    5.739369e+02    5.767087e+03   -3.433596e+02    5.243202e+01    1.523228e+02    2.646064e+03
  54    5.739369e+02    5.767087e+03   -3.433596e+02    5.243202e+01    1.523228e+02    2.646064e+03    5.693501e+02    5.851433e+03   -3.641548e+02    5.184723e+01    1.577808e+02    2.616369e+03
  55    5.693501e+02    5.851433e+03   -3.641548e+02    5.184723e+01    1.577808e+02    2.616369e+03    5.637873e+02    5.919521e+03   -3.858837e+02    5.121422e+01    1.630147e+02    2.575498e+03
  56    5.637873e+02    5.919521e+03   -3.858837e+02    5.121422e+01    1.630147e+02    2.575498e+03    5.563220e+02    5.952651e+03   -4.107160e+02    5.064392e+01    1.687456e+02    2.514287e+03
  57    5.563220e+02    5.952651e+03   -4.107160e+02    5.064392e+01    1.687456e+02    2.514287e+03    5.471145e+02    5.951876e+03   -4.335785e+02    4.980732e+01    1.728064e+02    2.435020e+03
  58    5.471145e+02    5.951876e+03   -4.335785e+02    4.980732e+01    1.728064e+02    2.435020e+03    5.363110e+02    5.918958e+03   -4.503081e+02    4.853710e+01    1.736645e+02    2.340495e+03
  59    5.363110e+02    5.918958e+03   -4.503081e+02    4.853710e+01    1.736645e+02    2.340495e+03    5.238241e+02    5.855922e+03   -4.628153e+02    4.694152e+01    1.723051e+02    2.233275e+03
  60    5.238241e+02    5.855922e+03   -4.628153e+02    4.694152e+01    1.723051e+02    2.233275e+03    5.101417e+02    5.775021e+03   -4.719855e+02    4.525610e+01    1.694184e+02    2.121849e+03
  61    5.101417e+02    5.775021e+03   -4.719855e+02    4.525610e+01    1.694184e+02    2.121849e+03    4.952412e+02    5.675378e+03   -4.767437e+02    4.316090e+01    1.647889e+02    2.006559e+03
  62    4.952412e+02    5.675378e+03   -4.767437e+02    4.316090e+01    1.647889e+02    2.006559e+03    4.795933e+02    5.566140e+03   -4.779375e+02    4.060009e+01    1.590375e+02    1.892918e+03
  63    4.795933e+02    5.566140e+03   -4.779375e+02    4.060009e+01    1.590375e+02    1.892918e+03    4.631770e+02    5.447148e+03   -4.759555e+02    3.760649e+01    1.524127e+02    1.780908e+03
  64    4.631770e+02    5.447148e+03   -4.759555e+02    3.760649e+01    1.524127e+02    1.780908e+03    4.460055e+02    5.318422e+03   -4.704954e+02    3.433520e+01    1.449132e+02    1.670629e+03
  65    4.460055e+02    5.318422e+03   -4.704954e+02    3.433520e+01    1.449132e+02    1.670629e+03    4.278286e+02    5.176924e+03   -4.633036e+02    3.226273e+01    1.369961e+02    1.560578e+03
  66    4.278286e+02    5.176924e+03   -4.633036e+02    3.226273e+01    1.369961e+02    1.560578e+03    4.088366e+02    5.027999e+03   -4.558032e+02    3.161813e+01    1.291891e+02    1.453455e+03
