# Element_num    Fx_n    Fy_n    Fz_n    Mx_n    My_n    Mz_n    Fx_n+1    Fy_n+1    Fz_n+1    Mx_n+1    My_n+1    Mz_n+1 
  31    5.715641e+02    5.104121e+03   -2.440766e+02    5.202668e+01    1.117572e+02    2.458896e+03    5.713005e+02    5.334606e+03   -2.810055e+02    5.473228e+01    1.270864e+02    2.523881e+03
  32    5.713005e+02    5.334606e+03   -2.810055e+02    5.473228e+01    1.270864e+02    2.523881e+03    5.717676e+02    5.591468e+03   -3.192145e+02    5.704073e+01    1.424893e+02    2.598060e+03
  33    5.717676e+02    5.591468e+03   -3.192145e+02    5.704073e+01    1.424893e+02    2.598060e+03    5.707335e+02    5.849600e+03   -3.613220e+02    5.862914e+01    1.581873e+02    2.653571e+03
  34    5.707335e+02    5.849600e+03   -3.613220e+02    5.862914e+01    1.581873e+02    2.653571e+03    5.662551e+02    6.072067e+03   -4.092321e+02    5.939634e+01    1.737679e+02    2.660505e+03
  35    5.662551e+02    6.072067e+03   -4.092321e+02    5.939634e+01    1.737679e+02    2.660505e+03    5.576483e+02    6.216413e+03   -4.607436e+02    5.948871e+01    1.885728e+02    2.616249e+03
  36    5.576483e+02    6.216413e+03   -4.607436e+02    5.948871e+01    1.885728e+02    2.616249e+03    5.447365e+02    6.269125e+03   -5.068269e+02    5.859865e+01    1.986173e+02    2.519752e+03
  37    5.447365e+02    6.269125e+03   -5.068269e+02    5.859865e+01    1.986173e+02    2.519752e+03    5.278801e+02    6.238755e+03   -5.402636e+02    5.664817e+01    2.015692e+02    2.382993e+03
  38    5.278801e+02    6.238755e+03   -5.402636e+02    5.664817e+01    2.015692e+02    2.382993e+03    5.076487e+02    6.149140e+03   -5.624856e+02    5.352391e+01    1.991821e+02    2.225782e+03
  39    5.076487e+02    6.149140e+03   -5.624856e+02    5.352391e+01    1.991821e+02    2.225782e+03    4.845391e+02    6.017889e+03   -5.726178e+02    4.889229e+01    1.921924e+02    2.061205e+03
  40    4.845391e+02    6.017889e+03   -5.726178e+02    4.889229e+01    1.921924e+02    2.061205e+03    4.581993e+02    5.844384e+03   -5.720184e+02    4.445654e+01    1.815922e+02    1.890961e+03
  41    4.581993e+02    5.844384e+03   -5.720184e+02    4.445654e+01    1.815922e+02    1.890961e+03    4.283514e+02    5.632632e+03   -5.651089e+02    4.250974e+01    1.691869e+02    1.718565e+03
  42    4.283514e+02    5.632632e+03   -5.651089e+02    4.250974e+01    1.691869e+02    1.718565e+03    3.949415e+02    5.394839e+03   -5.544777e+02    4.656948e+01    1.559461e+02    1.550461e+03
  43    3.949415e+02    5.394839e+03   -5.544777e+02    4.656948e+01    1.559461e+02    1.550461e+03    3.570150e+02    5.128010e+03   -5.372274e+02    5.895292e+01    1.409827e+02    1.384903e+03
  44    3.570150e+02    5.128010e+03   -5.372274e+02    5.895292e+01    1.409827e+02    1.384903e+03    3.125678e+02    4.818810e+03   -5.088589e+02    6.573536e+01    1.241508e+02    1.216066e+03
  45    3.125678e+02    4.818810e+03   -5.088589e+02    6.573536e+01    1.241508e+02    1.216066e+03    2.579323e+02    4.437087e+03   -4.675020e+02    6.099019e+01    1.050339e+02    1.030532e+03
  46    2.579323e+02    4.437087e+03   -4.675020e+02    6.099019e+01    1.050339e+02    1.030532e+03    1.919642e+02    3.905958e+03   -4.083780e+02    4.870958e+01    8.100809e+01    7.977037e+02
  47    1.919642e+02    3.905958e+03   -4.083780e+02    4.870958e+01    8.100809e+01    7.977037e+02    1.202047e+02    3.092493e+03   -3.202527e+02    3.027188e+01    4.992227e+01    4.934324e+02
  48    1.202047e+02    3.092493e+03   -3.202527e+02    3.027188e+01    4.992227e+01    4.934324e+02    4.882890e+01    1.950062e+03   -1.997947e+02    1.130752e+01    1.862417e+01    1.845415e+02
  49    4.882890e+01    1.950062e+03   -1.997947e+02    1.130752e+01    1.862417e+01    1.845415e+02    0.000000e+00    0.000000e+00    0.000000e+00    2.653869e-14   -2.285288e-17    1.290026e-13
