# Element_num    Fx_n    Fy_n    Fz_n    Mx_n    My_n    Mz_n    Fx_n+1    Fy_n+1    Fz_n+1    Mx_n+1    My_n+1    Mz_n+1 
   1    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00   -2.307523e+01    8.200553e+01   -1.909350e+00   -2.568627e+00    1.372601e+00    8.999529e+01
   2   -2.307523e+01    8.200553e+01   -1.909350e+00   -2.568627e+00    1.372601e+00    8.999529e+01   -2.537354e+01    8.267092e+01   -2.066071e+00   -2.654531e+00    1.430413e+00    8.983638e+01
   3   -2.537354e+01    8.267092e+01   -2.066071e+00   -2.654531e+00    1.430413e+00    8.983638e+01   -2.926460e+01    8.385430e+01   -2.334446e+00   -2.789892e+00    1.523293e+00    8.969140e+01
   4   -2.926460e+01    8.385430e+01   -2.334446e+00   -2.789892e+00    1.523293e+00    8.969140e+01   -3.494010e+01    8.572046e+01   -2.725324e+00   -2.963855e+00    1.645998e+00    8.977030e+01
   5   -3.494010e+01    8.572046e+01   -2.725324e+00   -2.963855e+00    1.645998e+00    8.977030e+01   -4.270292e+01    8.846657e+01   -3.246718e+00   -3.156781e+00    1.789200e+00    9.027213e+01
   6   -4.270292e+01    8.846657e+01   -3.246718e+00   -3.156781e+00    1.789200e+00    9.027213e+01   -4.637086e+01    9.853836e+01   -3.889073e+00   -3.404127e+00    1.986150e+00    9.091223e+01
   7   -4.637086e+01    9.853836e+01   -3.889073e+00   -3.404127e+00    1.986150e+00    9.091223e+01   -2.869957e+01    1.313798e+02   -4.359271e+00   -3.966354e+00    2.381202e+00    9.787750e+01
   8   -2.869957e+01    1.313798e+02   -4.359271e+00   -3.966354e+00    2.381202e+00    9.787750e+01    1.951030e+01    1.988395e+02   -4.251561e+00   -5.918823e+00    3.564893e+00    1.395637e+02
   9    1.951030e+01    1.988395e+02   -4.251561e+00   -5.918823e+00    3.564893e+00    1.395637e+02    1.421560e+02    3.502343e+02   -2.994020e+00   -1.347037e+01    8.111987e+00    3.093505e+02
  10    1.421560e+02    3.502343e+02   -2.994020e+00   -1.347037e+01    8.111987e+00    3.093505e+02    3.723076e+02    7.150719e+02   -2.396406e+00   -3.919379e+01    2.339969e+01    8.931359e+02
  11    3.723076e+02    7.150719e+02   -2.396406e+00   -3.919379e+01    2.339969e+01    8.931359e+02    4.970734e+02    1.058343e+03   -5.387280e+00   -5.605713e+01    3.295549e+01    1.301901e+03
  12    4.970734e+02    1.058343e+03   -5.387280e+00   -5.605713e+01    3.295549e+01    1.301901e+03    5.413262e+02    1.283387e+03   -7.932059e+00   -5.973099e+01    3.431923e+01    1.476402e+03
  13    5.413262e+02    1.283387e+03   -7.932059e+00   -5.973099e+01    3.431923e+01    1.476402e+03    5.698941e+02    1.530350e+03   -1.029915e+01   -5.980548e+01    3.344437e+01    1.660215e+03
  14    5.698941e+02    1.530350e+03   -1.029915e+01   -5.980548e+01    3.344437e+01    1.660215e+03    6.082837e+02    1.820364e+03   -1.736952e+01   -4.988776e+01    3.411252e+01    1.827988e+03
  15    6.082837e+02    1.820364e+03   -1.736952e+01   -4.988776e+01    3.411252e+01    1.827988e+03    6.306598e+02    2.093412e+03   -2.895860e+01   -2.823762e+01    3.610811e+01    1.995291e+03
  16    6.306598e+02    2.093412e+03   -2.895860e+01   -2.823762e+01    3.610811e+01    1.995291e+03    6.390896e+02    2.354400e+03   -4.289593e+01   -7.360518e+00    4.091929e+01    2.136248e+03
  17    6.390896e+02    2.354400e+03   -4.289593e+01   -7.360518e+00    4.091929e+01    2.136248e+03    6.377744e+02    2.605040e+03   -6.182110e+01    8.423838e+00    5.139426e+01    2.252575e+03
  18    6.377744e+02    2.605040e+03   -6.182110e+01    8.423838e+00    5.139426e+01    2.252575e+03    6.350056e+02    2.845954e+03   -8.271521e+01    1.974360e+01    6.353994e+01    2.337769e+03
  19    6.350056e+02    2.845954e+03   -8.271521e+01    1.974360e+01    6.353994e+01    2.337769e+03    6.320036e+02    3.098878e+03   -1.075108e+02    2.755469e+01    7.817832e+01    2.415384e+03
  20    6.320036e+02    3.098878e+03   -1.075108e+02    2.755469e+01    7.817832e+01    2.415384e+03    6.291531e+02    3.354045e+03   -1.334410e+02    3.107104e+01    9.306814e+01    2.485766e+03
  21    6.291531e+02    3.354045e+03   -1.334410e+02    3.107104e+01    9.306814e+01    2.485766e+03    6.264566e+02    3.610984e+03   -1.516254e+02    3.085010e+01    1.018738e+02    2.553602e+03
  22    6.264566e+02    3.610984e+03   -1.516254e+02    3.085010e+01    1.018738e+02    2.553602e+03    6.240061e+02    3.883958e+03   -1.664008e+02    3.251233e+01    1.077372e+02    2.636613e+03
  23    6.240061e+02    3.883958e+03   -1.664008e+02    3.251233e+01    1.077372e+02    2.636613e+03    6.216226e+02    4.162061e+03   -1.831533e+02    3.662460e+01    1.142048e+02    2.719547e+03
  24    6.216226e+02    4.162061e+03   -1.831533e+02    3.662460e+01    1.142048e+02    2.719547e+03    6.190366e+02    4.439654e+03   -2.116210e+02    4.163979e+01    1.276037e+02    2.798837e+03
  25    6.190366e+02    4.439654e+03   -2.116210e+02    4.163979e+01    1.276037e+02    2.798837e+03    6.160347e+02    4.726351e+03   -2.538034e+02    4.734306e+01    1.486449e+02    2.882992e+03
  26    6.160347e+02    4.726351e+03   -2.538034e+02    4.734306e+01    1.486449e+02    2.882992e+03    6.134040e+02    5.020987e+03   -2.818557e+02    5.244482e+01    1.604313e+02    2.972065e+03
  27    6.134040e+02    5.020987e+03   -2.818557e+02    5.244482e+01    1.604313e+02    2.972065e+03    6.112067e+02    5.288196e+03   -3.075413e+02    5.674210e+01    1.699699e+02    3.035414e+03
  28    6.112067e+02    5.288196e+03   -3.075413e+02    5.674210e+01    1.699699e+02    3.035414e+03    6.088179e+02    5.546644e+03   -3.446977e+02    6.087507e+01    1.852935e+02    3.089139e+03
  29    6.088179e+02    5.546644e+03   -3.446977e+02    6.087507e+01    1.852935e+02    3.089139e+03    6.058330e+02    5.795514e+03   -3.972622e+02    6.471096e+01    2.079979e+02    3.133092e+03
  30    6.058330e+02    5.795514e+03   -3.972622e+02    6.471096e+01    2.079979e+02    3.133092e+03    6.021771e+02    6.059804e+03   -4.654569e+02    6.821251e+01    2.385402e+02    3.193815e+03
  31    6.021771e+02    6.059804e+03   -4.654569e+02    6.821251e+01    2.385402e+02    3.193815e+03    5.979229e+02    6.343432e+03   -5.325064e+02    7.126358e+01    2.679610e+02    3.272078e+03
  32    5.979229e+02    6.343432e+03   -5.325064e+02    7.126358e+01    2.679610e+02    3.272078e+03    5.914043e+02    6.660596e+03   -6.041090e+02    7.375266e+01    2.983887e+02    3.362083e+03
  33    5.914043e+02    6.660596e+03   -6.041090e+02    7.375266e+01    2.983887e+02    3.362083e+03    5.818552e+02    6.971940e+03   -6.818721e+02    7.513567e+01    3.287742e+02    3.425734e+03
  34    5.818552e+02    6.971940e+03   -6.818721e+02    7.513567e+01    3.287742e+02    3.425734e+03    5.698753e+02    7.251850e+03   -7.677777e+02    7.562921e+01    3.583228e+02    3.440582e+03
  35    5.698753e+02    7.251850e+03   -7.677777e+02    7.562921e+01    3.583228e+02    3.440582e+03    5.567901e+02    7.461987e+03   -8.587066e+02    7.556755e+01    3.863931e+02    3.406677e+03
  36    5.567901e+02    7.461987e+03   -8.587066e+02    7.556755e+01    3.863931e+02    3.406677e+03    5.426984e+02    7.591664e+03   -9.437263e+02    7.468563e+01    4.078566e+02    3.323890e+03
  37    5.426984e+02    7.591664e+03   -9.437263e+02    7.468563e+01    4.078566e+02    3.323890e+03    5.270354e+02    7.642988e+03   -1.012548e+03    7.277931e+01    4.188916e+02    3.199790e+03
  38    5.270354e+02    7.642988e+03   -1.012548e+03    7.277931e+01    4.188916e+02    3.199790e+03    5.084145e+02    7.628596e+03   -1.064308e+03    6.946375e+01    4.206836e+02    3.048499e+03
  39    5.084145e+02    7.628596e+03   -1.064308e+03    6.946375e+01    4.206836e+02    3.048499e+03    4.857741e+02    7.560902e+03   -1.096552e+03    6.405329e+01    4.137857e+02    2.881494e+03
  40    4.857741e+02    7.560902e+03   -1.096552e+03    6.405329e+01    4.137857e+02    2.881494e+03    4.580934e+02    7.442250e+03   -1.111601e+03    5.901256e+01    4.001589e+02    2.703413e+03
  41    4.580934e+02    7.442250e+03   -1.111601e+03    5.901256e+01    4.001589e+02    2.703413e+03    4.245901e+02    7.258437e+03   -1.112005e+03    5.738154e+01    3.811636e+02    2.509896e+03
  42    4.245901e+02    7.258437e+03   -1.112005e+03    5.738154e+01    3.811636e+02    2.509896e+03    3.842708e+02    7.017869e+03   -1.098981e+03    6.455104e+01    3.578914e+02    2.307993e+03
  43    3.842708e+02    7.017869e+03   -1.098981e+03    6.455104e+01    3.578914e+02    2.307993e+03    3.358734e+02    6.719011e+03   -1.069893e+03    8.506587e+01    3.300024e+02    2.099145e+03
  44    3.358734e+02    6.719011e+03   -1.069893e+03    8.506587e+01    3.300024e+02    2.099145e+03    2.788159e+02    6.358721e+03   -1.020285e+03    9.816068e+01    2.980272e+02    1.884219e+03
  45    2.788159e+02    6.358721e+03   -1.020285e+03    9.816068e+01    2.980272e+02    1.884219e+03    2.133853e+02    5.928110e+03   -9.491752e+02    9.484699e+01    2.617546e+02    1.656121e+03
  46    2.133853e+02    5.928110e+03   -9.491752e+02    9.484699e+01    2.617546e+02    1.656121e+03    1.421998e+02    5.335168e+03   -8.472066e+02    8.089625e+01    2.148745e+02    1.366721e+03
  47    1.421998e+02    5.335168e+03   -8.472066e+02    8.089625e+01    2.148745e+02    1.366721e+03    7.384284e+01    4.364413e+03   -6.856263e+02    5.566231e+01    1.459918e+02    9.353184e+02
  48    7.384284e+01    4.364413e+03   -6.856263e+02    5.566231e+01    1.459918e+02    9.353184e+02    1.524018e+01    2.919687e+03   -4.539603e+02    2.559171e+01    6.678630e+01    4.304013e+02
  49    1.524018e+01    2.919687e+03   -4.539603e+02    2.559171e+01    6.678630e+01    4.304013e+02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00
